experiment_id,model_name,profile,cv_roc_auc_mean,cv_pr_auc_mean,cv_f1_macro_mean,cv_mcc_mean,panel_unique_roc_auc,panel_unique_pr_auc,panel_unique_f1_macro,panel_unique_mcc,f1_threshold,mcc_threshold,mean_roc_auc_gap,config
lightgbm_balanced_regularized,lightgbm,balanced_regularized,0.817096829245032,0.8852162435446934,0.7546549863115626,0.509332218643742,0.8705049551675319,0.8180135634597951,0.7781569965870307,0.5763095799905615,0.652,0.652,0.07922871482096532,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.025, ""max_bin"": 255, ""max_depth"": 7, ""min_child_samples"": 45, ""min_split_gain"": 0.0, ""n_estimators"": 900, ""num_leaves"": 63, ""reg_alpha"": 0.3, ""reg_lambda"": 2.0, ""scale_pos_weight"": 0.4950848528129137, ""subsample"": 0.85, ""subsample_freq"": 1}"
