model_name,evaluation_split,threshold_source,threshold_strategy,threshold,accuracy,balanced_accuracy,roc_auc,pr_auc,f1,f1_macro,f1_weighted,precision,recall,specificity,mcc,tn,fp,fn,tp,calibration_method,brier_score,log_loss,panel_f1_macro,panel_mcc,panel_pr_auc,panel_brier_score,panel_log_loss,decision,rationale
lightgbm,MASTER_CV,current_split,f1_macro_opt,0.631,0.7981300467488313,0.7471644572941083,0.8375186763507625,0.9011216655590524,0.8572287345957319,0.756388116391412,0.7936301466589658,0.831002331002331,0.8851644941030415,0.6091644204851752,0.5169367155703188,452,290,185,1426,none,0.172731683795671,0.5241235223949027,0.7565448396119323,0.5647066601372233,0.8098509862418657,0.2164775037238404,1.1362688443849267,selected_for_final_decision_model,Final selection keeps uncalibrated probabilities because decision and panel metrics are the primary competition criteria.
lightgbm,MASTER_CV,current_split,f1_macro_opt,0.5660000000000001,0.7981300467488313,0.7471644572941083,0.8365817216876561,0.8989201225884653,0.8572287345957319,0.756388116391412,0.7936301466589658,0.831002331002331,0.8851644941030415,0.6091644204851752,0.5169367155703188,452,290,185,1426,sigmoid,0.1455166470529167,0.4583228955062539,0.7565448396119323,0.5647066601372233,0.8098509862418657,0.2255573359151741,0.9360107297909932,reported_only,"Calibration is useful to report for probability quality, but not selected unless it preserves decision metrics and panel generalization."
lightgbm,MASTER_CV,current_split,f1_macro_opt,0.579,0.7977050573735657,0.7435826971243857,0.8309645948256679,0.8919899182137273,0.8576555023923444,0.7540847262328829,0.7923350468799598,0.827466820542412,0.8901303538175046,0.5970350404312669,0.5138436895648872,443,299,177,1434,isotonic,0.1416132547329061,0.4634702406357405,0.7565448396119323,0.5647066601372233,0.6527616689512117,0.2359009617720401,3.32892019607846,rejected_for_panel_tradeoff,"Calibration is useful to report for probability quality, but not selected unless it preserves decision metrics and panel generalization."
