model_name,evaluation_split,threshold_source,threshold_strategy,threshold,accuracy,balanced_accuracy,roc_auc,pr_auc,f1,f1_macro,f1_weighted,precision,recall,specificity,mcc,tn,fp,fn,tp,feature,error_group,feature_mean,feature_median,n_group
lightgbm,KANSER_unique,current_split,selected_threshold,0.631,0.7183098591549296,0.7759450171821306,0.9033218785796105,0.769114960607031,0.6774193548387096,0.7137096774193548,0.7269990913221263,0.5316455696202531,0.9333333333333333,0.6185567010309279,0.5168456383297233,60,37,3,42,aa_change_te,FN,0.636729216422154,0.6532787444558171,3
lightgbm,KANSER_unique,current_split,selected_threshold,0.631,0.7183098591549296,0.7759450171821306,0.9033218785796105,0.769114960607031,0.6774193548387096,0.7137096774193548,0.7269990913221263,0.5316455696202531,0.9333333333333333,0.6185567010309279,0.5168456383297233,60,37,3,42,aa_change_te,FP,0.7498324462656019,0.7331968611395429,37
lightgbm,KANSER_unique,current_split,selected_threshold,0.631,0.7183098591549296,0.7759450171821306,0.9033218785796105,0.769114960607031,0.6774193548387096,0.7137096774193548,0.7269990913221263,0.5316455696202531,0.9333333333333333,0.6185567010309279,0.5168456383297233,60,37,3,42,aa_change_te,TN,0.6956838698667634,0.731160440122825,60
lightgbm,KANSER_unique,current_split,selected_threshold,0.631,0.7183098591549296,0.7759450171821306,0.9033218785796105,0.769114960607031,0.6774193548387096,0.7137096774193548,0.7269990913221263,0.5316455696202531,0.9333333333333333,0.6185567010309279,0.5168456383297233,60,37,3,42,aa_change_te,TP,0.7720825724388944,0.7637597875483026,42
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,EK_7,FN,0.838875121182472,0.838875121182472,4
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,EK_7,FP,5.804620712080565,5.50874246654352,23
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,EK_7,TN,2.9883786956250735,1.8194865816897257,26
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,EK_7,TP,7.042580753891641,7.853537016639773,64
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,EK_9,FN,2.210340967568059,2.210340967568059,4
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,EK_9,FP,8.156622050404494,7.723597969429544,23
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,EK_9,TN,4.330542158521696,4.959343581265599,26
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,EK_9,TP,8.351790310829763,8.224003585624654,64
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,n_pops,FN,9.0,5.0,4
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,n_pops,FP,13.826086956521738,10.0,23
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,n_pops,TN,4.730769230769231,0.0,26
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,n_pops,TP,7.859375,10.0,64
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,max_AF,FN,0.001092011107884525,0.0006669587981915,4
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,max_AF,FP,0.0007906086518818495,0.000373176585197,23
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,max_AF,TN,0.0003370532576429961,0.0,26
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,max_AF,TP,0.0003230953239947897,4.033144553251969e-05,64
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,log_max_AF,FN,-8.848209316708253,-8.937435499205646,4
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,log_max_AF,FP,-3.926279484299804,-3.42808561368845,23
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,log_max_AF,TN,-11.368864421787354,-15.0,26
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,log_max_AF,TP,-8.431607751608702,-4.394870047991643,64
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,EK_net_evidence,FN,0.0,0.0,4
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,EK_net_evidence,FP,4.6521739130434785,5.0,23
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,EK_net_evidence,TN,2.0384615384615383,3.0,26
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,EK_net_evidence,TP,4.703125,5.0,64
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,cat1_multipop,FN,0.0,0.0,4
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,cat1_multipop,FP,0.0,0.0,23
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,cat1_multipop,TN,0.0,0.0,26
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,cat1_multipop,TP,0.03125,0.0,64
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,cat1_AFR,FN,0.0,0.0,4
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,cat1_AFR,FP,0.30434782608695654,0.0,23
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,cat1_AFR,TN,0.038461538461538464,0.0,26
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,cat1_AFR,TP,0.046875,0.0,64
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,cat1_NFE,FN,0.0,0.0,4
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,cat1_NFE,FP,0.30434782608695654,0.0,23
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,cat1_NFE,TN,0.07692307692307693,0.0,26
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,cat1_NFE,TP,0.3125,0.0,64
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,aa_class_changed,FN,0.5,0.5,4
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,aa_class_changed,FP,0.5217391304347826,1.0,23
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,aa_class_changed,TN,0.46153846153846156,0.0,26
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,aa_class_changed,TP,0.71875,1.0,64
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,aa_change_te,FN,0.7194704391480236,0.7331968611395429,4
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,aa_change_te,FP,0.6659840608774423,0.6802442573754168,23
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,aa_change_te,TN,0.6671349474906152,0.7101321126653778,26
lightgbm,PAH_unique,current_split,selected_threshold,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64,aa_change_te,TP,0.7204323084711768,0.738816184952316,64
