threshold,roc_auc,pr_auc,accuracy,balanced_accuracy,precision,pathogenic_recall,specificity,f1,f1_binary,f1_macro,f1_weighted,mcc,cohen_kappa,brier_score,log_loss,ppv,npv,tn,fp,fn,tp,false_negative_rate,false_positive_rate,calibration_quality,medical_utility_score,clinical_safety_score,model_name,profile,threshold_strategy,evaluation_split,n_samples,prediction_source
0.471,0.8475357255793643,0.9024943418220934,0.8121546961325967,0.769401654059607,0.8472964943553178,0.8851644941030415,0.6536388140161725,0.8658166363084396,0.8658166363084396,0.7763927374176759,0.8094183932341118,0.5547540953901987,0.5532833710455829,0.14057157213698876,0.44404679431004707,0.8472964943553178,0.7238805970149254,485,257,185,1426,0.11483550589695841,0.3463611859838275,0.43771371145204496,0.7746748187761071,0.7383349741276918,lightgbm,conservative_regularized,profile_f1_macro_opt,MASTER_CV_saved_predictions,2353,artifacts\predictions\final_master_cv_predictions.csv
0.471,0.9723183391003459,0.973535590706871,0.9117647058823529,0.9117647058823529,0.9375,0.8823529411764706,0.9411764705882353,0.9090909090909091,0.9090909090909091,0.9116883116883117,0.9116883116883117,0.8249579113843054,0.8235294117647058,0.07092147418437364,0.2500755547277928,0.9375,0.8888888888888888,16,1,2,15,0.11764705882352941,0.058823529411764705,0.7163141032625054,0.9169676745771936,0.8827892398506737,lightgbm,conservative_regularized,profile_f1_macro_opt,CFTR_unique,34,artifacts\predictions\final_panel_predictions.csv
0.471,0.9021764032073311,0.8080619126684014,0.7394366197183099,0.7914089347079039,0.5526315789473685,0.9333333333333333,0.6494845360824743,0.6942148760330579,0.6942148760330579,0.7336105055011914,0.7480370740388179,0.5436835826810634,0.4919744730226262,0.1786307695186691,0.56028704470566,0.5526315789473685,0.9545454545454546,63,34,3,42,0.06666666666666667,0.35051546391752575,0.2854769219253236,0.765027310393668,0.7072201540291848,lightgbm,conservative_regularized,profile_f1_macro_opt,KANSER_unique,142,artifacts\predictions\final_panel_predictions.csv
0.471,0.8151260504201681,0.8430032384949078,0.7692307692307693,0.7387454981992797,0.7411764705882353,0.9264705882352942,0.5510204081632653,0.8235294117647058,0.8235294117647058,0.7450980392156863,0.7578347578347577,0.5284856887949466,0.5018135940703359,0.17149819834117713,0.5212085202482613,0.7411764705882353,0.84375,27,22,5,63,0.07352941176470588,0.4489795918367347,0.31400720663529147,0.7420660861438665,0.7041828998790032,lightgbm,conservative_regularized,profile_f1_macro_opt,PAH_unique,117,artifacts\predictions\final_panel_predictions.csv
0.471,0.8725342142520056,0.8250992446464279,0.7713310580204779,0.7866918357715904,0.6779661016949152,0.9230769230769231,0.6503067484662577,0.7817589576547231,0.7817589576547231,0.7708077942395479,0.7695743867559275,0.5824989834450162,0.5531401516013749,0.16328392013596393,0.5086850719385503,0.6779661016949152,0.9137931034482759,106,57,10,120,0.07692307692307693,0.3496932515337423,0.34686431945614427,0.7748983600931982,0.727627152315692,lightgbm,conservative_regularized,profile_f1_macro_opt,panel_unique_combined,293,artifacts\predictions\final_panel_predictions.csv
