experiment_id,model_name,profile,cv_roc_auc_mean,cv_pr_auc_mean,cv_f1_macro_mean,cv_mcc_mean,panel_unique_roc_auc,panel_unique_pr_auc,panel_unique_f1_macro,panel_unique_mcc,f1_threshold,mcc_threshold,mean_roc_auc_gap,config
lightgbm_conservative_regularized,lightgbm,conservative_regularized,0.8475357255793643,0.9024943418220934,0.7763927374176759,0.5547540953901987,0.8725342142520056,0.8250992446464279,0.7708077942395479,0.5824989834450162,0.47100000000000003,0.377,0.08226814480349061,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.03, ""max_bin"": 255, ""max_depth"": 5, ""min_child_samples"": 80, ""min_split_gain"": 0.01, ""n_estimators"": 800, ""num_leaves"": 31, ""reg_alpha"": 1.5, ""reg_lambda"": 5.0, ""scale_pos_weight"": 0.4950848528129137, ""subsample"": 0.75, ""subsample_freq"": 1}"
