trial,mean_auc,learning_rate,num_leaves,min_child_samples,colsample_bytree,subsample,reg_alpha,reg_lambda,scale_pos_weight
0,0.8470935954938946,0.021789307659775742,244,75,0.7993292420985183,0.5780093202212182,0.000602521573620386,0.00019517224641449495,0.49647045830997405
1,0.816641627456088,0.034902854606300035,190,6,0.9849549260809971,0.9162213204002109,0.0011526449540315614,0.0008111941985431928,0.2233618039413735
