model_id,master_f1_macro,master_mcc,master_pr_auc,master_roc_auc,panel_f1_macro,panel_mcc,kanser_f1_macro,kanser_mcc,worst_panel_f1_macro,threshold_stability_score,reproducible,leakage_suspected,raw_score,penalties,final_score,component_scores,notes,missing_components
lightgbm_conservative_regularized,0.7763927374176759,0.5547540953901987,0.9024943418220934,0.8475357255793643,0.7708077942395479,0.5824989834450162,0.7336105055011914,0.5436835826810634,0.7336105055011914,1.9578,True,False,0.7409866700312125,0,0.7409866700312125,"{'master_f1_macro': 0.15, 'master_mcc': 0.15, 'master_pr_auc': 0.1, 'master_roc_auc': 0.07, 'panel_f1_macro': 0.13, 'panel_mcc': 0.13, 'kanser_f1_macro': 0.1, 'kanser_mcc': 0.1, 'worst_panel_f1_macro': 0.04, 'threshold_stability_score': 0.03}",[],overfitting_gap_not_scored
