fold,threshold,roc_auc,pr_auc,accuracy,balanced_accuracy,precision,pathogenic_recall,specificity,f1,f1_binary,f1_macro,f1_weighted,mcc,cohen_kappa,brier_score,log_loss,ppv,npv,tn,fp,fn,tp,false_negative_rate,false_positive_rate,calibration_quality,medical_utility_score,clinical_safety_score
0,0.5497129302545452,0.8638170133603923,0.9233329801598047,0.8340425531914893,0.7855572467444614,0.8554913294797688,0.9135802469135802,0.6575342465753424,0.8835820895522388,0.8835820895522388,0.7973466003316749,0.8300059983769098,0.5996850507396103,0.5957747100074979,0.15620593101220173,0.49037988837737373,0.8554913294797688,0.7741935483870968,96,50,28,296,0.08641975308641975,0.3424657534246575,0.3751762759511931,0.7982296451216808,0.7558717102106829
1,0.38642874203657096,0.8596301020408164,0.9162229820187515,0.8244111349036403,0.772576530612245,0.8439306358381503,0.9125,0.6326530612244898,0.8768768768768769,0.8768768768768769,0.7854533638115728,0.8193211748614606,0.5778583286434753,0.5725257306155254,0.14314702038227203,0.44371017401484814,0.8439306358381503,0.768595041322314,93,54,28,292,0.0875,0.3673469387755102,0.42741191847091187,0.7869680271195696,0.7507657646737214
2,0.34943893440811213,0.8577211394302849,0.9179878760223926,0.8351177730192719,0.7780788177339901,0.8470254957507082,0.9285714285714286,0.6275862068965518,0.8859259259259259,0.8859259259259259,0.7943143143143143,0.8290364883084369,0.599059641984225,0.5908775442868033,0.14645424417458935,0.45824170344162163,0.8470254957507082,0.7982456140350878,91,54,23,299,0.07142857142857142,0.3724137931034483,0.4141830233016426,0.7943167083142338,0.7588764309111474
3,0.5702056023697871,0.8411458333333333,0.9034955431987887,0.8012684989429175,0.77296772875817,0.853125,0.853125,0.6928104575163399,0.853125,0.853125,0.77296772875817,0.8012684989429175,0.5459354575163399,0.5459354575163399,0.16170109283964096,0.5015539487895319,0.853125,0.6928104575163399,106,47,47,273,0.146875,0.30718954248366015,0.35319562864143617,0.7710752762071547,0.7237132180725289
4,0.3707043291625692,0.8133469179826797,0.8744224904341332,0.8004201680672269,0.743932755985736,0.8248587570621468,0.8984615384615384,0.5894039735099338,0.8600883652430045,0.8600883652430045,0.7560515086288282,0.7940817881474557,0.5200543411294942,0.5143065818869221,0.16132800401372657,0.49569495177891104,0.8248587570621468,0.7295081967213115,89,62,33,292,0.10153846153846154,0.4105960264900662,0.3546879839450937,0.7479798694465626,0.7113276729679371
