model_name,roc_auc,pr_auc,f1_macro,mcc
ensemble_stack_l1,0.8467861618488793,0.9062025276769416,0.7752574258193692,0.5587342723687476
catboost,0.8454568574205973,0.9060067312655419,0.77333963950673,0.5500761126084976
xgboost,0.8416889611682487,0.8976593463613229,0.7702766616622263,0.5439336324195191
lightgbm,0.8375186763507625,0.9011216655590524,0.7568977749399172,0.5218901195064469
extra_trees,0.828206434536149,0.8939175308845154,0.7507109914813455,0.5017288783793511
logistic_regression_ek_only_stack_run,0.7052441017867391,0.8148638182682375,0.6474310494507329,0.2948725156156038
logistic_regression_ek_only,0.7052441017867391,0.8148638182682375,0.6474310494507329,0.2948725156156038
acmg_rule_baseline,0.6812777217278113,0.7958015756708998,0.629428180175197,0.29146265832436574
majority_baseline,0.5,0.6846578835529111,0.40640766902119074,0.0
