ensemble_id,threshold,roc_auc,pr_auc,accuracy,balanced_accuracy,precision,pathogenic_recall,specificity,f1,f1_binary,f1_macro,f1_weighted,mcc,cohen_kappa,brier_score,log_loss,ppv,npv,tn,fp,fn,tp,false_negative_rate,false_positive_rate,calibration_quality,medical_utility_score,clinical_safety_score,panel_threshold,panel_roc_auc,panel_pr_auc,panel_accuracy,panel_balanced_accuracy,panel_precision,panel_pathogenic_recall,panel_specificity,panel_f1,panel_f1_binary,panel_f1_macro,panel_f1_weighted,panel_mcc,panel_cohen_kappa,panel_brier_score,panel_log_loss,panel_ppv,panel_npv,panel_tn,panel_fp,panel_fn,panel_tp,panel_false_negative_rate,panel_false_positive_rate,panel_calibration_quality,panel_medical_utility_score,panel_clinical_safety_score,improves_mcc,improves_f1_macro,improves_pr_auc,improves_panel_mcc,improves_panel_f1_macro,improves_medical_utility_score,improvement_count,meets_two_metric_gate,medical_utility_not_degraded,eligible_to_replace,rejection_reason
simple_average,0.471,0.8517122846468266,0.9098668622018065,0.817254568635784,0.7531341970047567,0.8271468144044322,0.9267535692116697,0.5795148247978437,0.8741217798594848,0.8741217798594848,0.7703942232630757,0.8087024453974913,0.5565467564260825,0.5446772432675199,0.1345432431606308,0.42697158099535076,0.8271468144044322,0.7846715328467153,430,312,118,1493,0.07324643078833024,0.42048517520215634,0.4618270273574768,0.7737559728264108,0.7446644347334886,0.471,0.8848985370457763,0.8447288333351719,0.7610921501706485,0.7798253893345918,0.6612903225806451,0.9461538461538461,0.6134969325153374,0.7784810126582279,0.7784810126582279,0.7596108766994842,0.7574855712843357,0.5774763858334375,0.5362666184317627,0.15699173740878014,0.47999746735361953,0.6612903225806451,0.9345794392523364,100,63,7,123,0.05384615384615385,0.38650306748466257,0.37203305036487944,0.7770128812109526,0.7334741351651277,True,False,True,False,False,False,2,True,False,False,Meets the raw two-metric count but lowers the primary MedicalUtilityScore.
rank_average,0.471,0.8513613449314935,0.9098905238150382,0.7420314492137696,0.7629002762343122,0.8946540880503144,0.7063935443823712,0.8194070080862533,0.7894554283732224,0.7894554283732224,0.7282438963040001,0.7508502802258676,0.4902463380135508,0.4681178930591011,0.180292204341447,0.5337637689832458,0.8946540880503144,0.5624421831637373,608,134,473,1138,0.2936064556176288,0.18059299191374664,0.278831182634212,0.7477053866230646,0.6756861619789571,0.471,0.8840726757904672,0.8424897186937378,0.8225255972696246,0.8303680981595092,0.75,0.9,0.7607361963190185,0.8181818181818182,0.8181818181818182,0.8224242424242425,0.8229020581239012,0.6579168275459415,0.6476247745039085,0.14389470791192865,0.446685187920863,0.75,0.9051094890510949,124,39,13,117,0.1,0.2392638036809816,0.4244211683522854,0.8125309671600722,0.7669606820787026,False,False,True,True,True,False,3,True,False,False,Meets the raw two-metric count but lowers the primary MedicalUtilityScore.
weighted_average,0.471,0.8517122846468267,0.909880039205647,0.817254568635784,0.7531341970047567,0.8271468144044322,0.9267535692116697,0.5795148247978437,0.8741217798594848,0.8741217798594848,0.7703942232630757,0.8087024453974913,0.5565467564260825,0.5446772432675199,0.1345024038064489,0.4268720338261115,0.8271468144044322,0.7846715328467153,430,312,118,1493,0.07324643078833024,0.42048517520215634,0.4619903847742044,0.7737583446871023,0.7446834058759295,0.471,0.8849929211892402,0.8450285263322492,0.7610921501706485,0.7798253893345918,0.6612903225806451,0.9461538461538461,0.6134969325153374,0.7784810126582279,0.7784810126582279,0.7596108766994842,0.7574855712843357,0.5774763858334375,0.5362666184317627,0.15712091337471024,0.4803722936853793,0.6612903225806451,0.9345794392523364,100,63,7,123,0.05384615384615385,0.38650306748466257,0.37151634650115906,0.77708381509625,0.7334824033781712,True,False,True,False,False,False,2,True,False,False,Meets the raw two-metric count but lowers the primary MedicalUtilityScore.
mcc_weighted_average,0.471,0.8517122846468266,0.9098668622018065,0.817254568635784,0.7531341970047567,0.8271468144044322,0.9267535692116697,0.5795148247978437,0.8741217798594848,0.8741217798594848,0.7703942232630757,0.8087024453974913,0.5565467564260825,0.5446772432675199,0.13454324316063077,0.42697158099535076,0.8271468144044322,0.7846715328467153,430,312,118,1493,0.07324643078833024,0.42048517520215634,0.46182702735747694,0.7737559728264108,0.7446644347334886,0.471,0.8848985370457763,0.8447288333351719,0.7610921501706485,0.7798253893345918,0.6612903225806451,0.9461538461538461,0.6134969325153374,0.7784810126582279,0.7784810126582279,0.7596108766994842,0.7574855712843357,0.5774763858334375,0.5362666184317627,0.15699173740878014,0.47999746735361953,0.6612903225806451,0.9345794392523364,100,63,7,123,0.05384615384615385,0.38650306748466257,0.37203305036487944,0.7770128812109526,0.7334741351651277,True,False,True,False,False,False,2,True,False,False,Meets the raw two-metric count but lowers the primary MedicalUtilityScore.
medical_utility_weighted_average,0.471,0.8517122846468266,0.9098668622018065,0.817254568635784,0.7531341970047567,0.8271468144044322,0.9267535692116697,0.5795148247978437,0.8741217798594848,0.8741217798594848,0.7703942232630757,0.8087024453974913,0.5565467564260825,0.5446772432675199,0.13454324316063077,0.42697158099535076,0.8271468144044322,0.7846715328467153,430,312,118,1493,0.07324643078833024,0.42048517520215634,0.46182702735747694,0.7737559728264108,0.7446644347334886,0.471,0.8848985370457763,0.8447288333351719,0.7610921501706485,0.7798253893345918,0.6612903225806451,0.9461538461538461,0.6134969325153374,0.7784810126582279,0.7784810126582279,0.7596108766994842,0.7574855712843357,0.5774763858334375,0.5362666184317627,0.15699173740878014,0.47999746735361953,0.6612903225806451,0.9345794392523364,100,63,7,123,0.05384615384615385,0.38650306748466257,0.37203305036487944,0.7770128812109526,0.7334741351651277,True,False,True,False,False,False,2,True,False,False,Meets the raw two-metric count but lowers the primary MedicalUtilityScore.
logistic_stacking,0.471,0.8492895875893662,0.903832079456165,0.8185295367615809,0.7522478546247915,0.8256325632563256,0.9317194289261328,0.5727762803234502,0.8754738990959463,0.8754738990959463,0.7705482259771039,0.8092989314340839,0.5592852544339968,0.545543528458175,0.13285213425032974,0.4235474655011881,0.8256325632563256,0.794392523364486,425,317,110,1501,0.06828057107386716,0.4272237196765499,0.46859146299868104,0.772740188809189,0.7452723322383442,0.471,0.8869277961302502,0.846996730867613,0.7474402730375427,0.767555450684285,0.6473684210526316,0.9461538461538461,0.588957055214724,0.76875,0.76875,0.7452772556390977,0.742633567707665,0.5568187667633314,0.5112263300270514,0.1651990438088414,0.5014035483365125,0.6473684210526316,0.9320388349514563,96,67,7,123,0.05384615384615385,0.4110429447852761,0.3392038247646344,0.7685431609024349,0.7219092374084509,True,False,True,False,False,False,2,True,False,False,Meets the raw two-metric count but lowers the primary MedicalUtilityScore.
ridge_stacking,0.471,0.8489541243573077,0.9053500428308463,0.8227794305142372,0.7462643115641956,0.8178913738019169,0.9534450651769087,0.5390835579514824,0.880481513327601,0.880481513327601,0.7689178314378351,0.810120058196104,0.5701466783830146,0.5454669266378251,0.164820663629708,0.5151623497413509,0.8178913738019169,0.8421052631578947,400,342,75,1536,0.04655493482309125,0.4609164420485175,0.34071734548116805,0.7740475992441039,0.7367783755959397,0.471,0.8875412930627654,0.8475781223809867,0.7406143344709898,0.7637564889098631,0.6363636363636364,0.9692307692307692,0.558282208588957,0.7682926829268293,0.7682926829268293,0.7368595197579884,0.7333192658857297,0.5598919574739997,0.5009860164933668,0.18040223815439815,0.547135741727696,0.6363636363636364,0.9578947368421052,91,72,4,126,0.03076923076923077,0.44171779141104295,0.2783910473824074,0.7678075487892311,0.7179979618395244,True,False,True,False,False,False,2,True,False,False,Meets the raw two-metric count but lowers the primary MedicalUtilityScore.
elasticnet_stacking,0.471,0.8494510449554193,0.9038069710873553,0.8164045898852529,0.7503325352487363,0.824793388429752,0.9292364990689013,0.5714285714285714,0.8739054290718039,0.8739054290718039,0.7682027145359019,0.8072403936398963,0.553946169636456,0.5407635508039945,0.13277599426816525,0.4233950204469997,0.824793388429752,0.7881040892193308,424,318,114,1497,0.07076350093109869,0.42857142857142855,0.468896022927339,0.7708225104611766,0.7431226195279639,0.471,0.8868806040585182,0.8473716870873095,0.7474402730375427,0.767555450684285,0.6473684210526316,0.9461538461538461,0.588957055214724,0.76875,0.76875,0.7452772556390977,0.742633567707665,0.5568187667633314,0.5112263300270514,0.1650722867741199,0.501334796464607,0.6473684210526316,0.9320388349514563,96,67,7,123,0.05384615384615385,0.4110429447852761,0.33971085290352043,0.7686021584490685,0.722034931466279,False,False,True,False,False,False,1,False,False,False,Does not improve at least two required metrics over the preserved LightGBM reference.
