threshold,roc_auc,pr_auc,accuracy,balanced_accuracy,precision,pathogenic_recall,specificity,f1,f1_binary,f1_macro,f1_weighted,mcc,cohen_kappa,brier_score,log_loss,ppv,npv,tn,fp,fn,tp,false_negative_rate,false_positive_rate,calibration_quality,medical_utility_score,clinical_safety_score,model_id,model_family,threshold_source,status,failure_reason,panel_threshold,panel_roc_auc,panel_pr_auc,panel_accuracy,panel_balanced_accuracy,panel_precision,panel_pathogenic_recall,panel_specificity,panel_f1,panel_f1_binary,panel_f1_macro,panel_f1_weighted,panel_mcc,panel_cohen_kappa,panel_brier_score,panel_log_loss,panel_ppv,panel_npv,panel_tn,panel_fp,panel_fn,panel_tp,panel_false_negative_rate,panel_false_positive_rate,panel_calibration_quality,panel_medical_utility_score,panel_clinical_safety_score,panel_prediction_status
0.471,0.8475357255793643,0.9024943418220934,0.8121546961325967,0.769401654059607,0.8472964943553178,0.8851644941030415,0.6536388140161725,0.8658166363084396,0.8658166363084396,0.7763927374176759,0.8094183932341118,0.5547540953901987,0.5532833710455829,0.14057157213698876,0.44404679431004707,0.8472964943553178,0.7238805970149254,485,257,185,1426,0.11483550589695841,0.3463611859838275,0.43771371145204496,0.7746748187761071,0.7383349741276918,lightgbm_conservative_regularized,lightgbm_reference,saved_final_threshold,success,,0.471,0.8725342142520056,0.8250992446464279,0.7713310580204779,0.7866918357715904,0.6779661016949152,0.9230769230769231,0.6503067484662577,0.7817589576547231,0.7817589576547231,0.7708077942395479,0.7695743867559275,0.5824989834450162,0.5531401516013749,0.16328392013596393,0.5086850719385503,0.6779661016949152,0.9137931034482759,106,57,10,120,0.07692307692307693,0.3496932515337423,0.34686431945614427,0.7748983600931982,0.727627152315692,success
0.471,0.8423987879822179,0.9031641159180255,0.8053548661283468,0.7517137068101546,0.8318940702360391,0.8969584109248914,0.6064690026954178,0.8632019115890084,0.8632019115890084,0.7629706170610726,0.7999876144876669,0.5321037485696429,0.527590817234562,0.13954167217959398,0.4527561028425555,0.8318940702360391,0.7305194805194806,450,292,166,1445,0.10304158907510863,0.3935309973045822,0.44183331128162406,0.7636043345870054,0.7305689995856216,lightgbm_high_capacity_controlled,lightgbm,saved_final_threshold,success,,0.471,0.8784804152902312,0.8254530214194378,0.7610921501706485,0.7798253893345918,0.6612903225806451,0.9461538461538461,0.6134969325153374,0.7784810126582279,0.7784810126582279,0.7596108766994842,0.7574855712843357,0.5774763858334375,0.5362666184317627,0.16641485009014642,0.5371044119524038,0.6612903225806451,0.9345794392523364,100,63,7,123,0.05384615384615385,0.38650306748466257,0.3343405996394143,0.7723879731501223,0.7258497277094345,success
0.471,0.850874044850012,0.9108810849795617,0.8215044623884403,0.7409713542843088,0.8135860979462876,0.9590316573556797,0.522911051212938,0.8803418803418803,0.8803418803418803,0.7645856558900037,0.8073362547207223,0.5674854463568186,0.5382937809397268,0.1336185092914271,0.42689006967756166,0.8135860979462876,0.8546255506607929,388,354,66,1545,0.040968342644320296,0.477088948787062,0.4655259628342916,0.7730831130962126,0.7489627703944194,catboost,catboost,saved_final_threshold,success,,0.471,0.8883907503539406,0.8507347075336404,0.7201365187713311,0.745351580934403,0.6176470588235294,0.9692307692307692,0.5214723926380368,0.7544910179640718,0.7544910179640718,0.7145470962836232,0.7100482928179072,0.530120071297948,0.4639685868546696,0.17731410580417342,0.5324750922014017,0.6176470588235294,0.9550561797752809,85,78,4,126,0.03076923076923077,0.4785276073619632,0.2907435767833063,0.7547362827779348,0.7068823094586879,success
0.471,0.8447570694065898,0.9049761276755773,0.8181045473863153,0.7432137712257877,0.8171581769436997,0.9459962756052142,0.5404312668463612,0.8768699654775605,0.8768699654775605,0.7644512429013819,0.80596924966666,0.5574662137514946,0.5359055630466019,0.13690143143020744,0.44523918835871473,0.8171581769436997,0.8217213114754098,401,341,87,1524,0.054003724394785846,0.45956873315363883,0.4523942742791702,0.7691082737907053,0.7429377777344784,xgboost,xgboost,saved_final_threshold,success,,0.471,0.8752241623407269,0.8151853689180564,0.7406143344709898,0.7645351580934403,0.635,0.9769230769230769,0.5521472392638037,0.7696969696969697,0.7696969696969697,0.7364109848484848,0.7326620514013858,0.5647059999553253,0.5017229805325576,0.1824635119758771,0.5794446677951665,0.635,0.967741935483871,90,73,3,127,0.023076923076923078,0.44785276073619634,0.2701459520964916,0.7610401339106156,0.7129000098687479,success
0.471,0.8353055392425056,0.9041866662872546,0.7832554186145346,0.7337572216617225,0.8247787610619469,0.8677839851024208,0.5997304582210242,0.8457350272232305,0.8457350272232305,0.7407246564687581,0.7795066420980129,0.484001778193434,0.48223864059975974,0.14725278943202041,0.45785769946338317,0.8247787610619469,0.6762917933130699,445,297,213,1398,0.13221601489757914,0.4002695417789757,0.41098884227191834,0.7443724478374616,0.706764313691351,extra_trees,extra_trees,saved_final_threshold,success,,0.471,0.8660689004247287,0.8140572148153027,0.7508532423208191,0.7714016045304389,0.6492146596858639,0.9538461538461539,0.588957055214724,0.7725856697819314,0.7725856697819314,0.7485569858343619,0.7458506835467518,0.5660973415534291,0.518189804698939,0.1689154294438945,0.5114635022701067,0.6492146596858639,0.9411764705882353,96,67,6,124,0.046153846153846156,0.4110429447852761,0.32433828222442196,0.7623507109141596,0.7181055313543537,success
0.471,0.8152463437853972,0.8876330175928511,0.7484062898427539,0.7370227596326469,0.8501718213058419,0.7678460583488517,0.706199460916442,0.806914546640574,0.806914546640574,0.7229694684422383,0.7539717093918149,0.45341940613224624,0.44860760135028155,0.1725072488049411,0.5263081532722954,0.8501718213058419,0.5835189309576837,524,218,374,1237,0.23215394165114836,0.29380053908355797,0.30997100478023565,0.725867587117281,0.670234466168236,elasticnet_logistic_regression,elasticnet_logistic,saved_final_threshold,success,,0.471,0.8575743275129779,0.8312945890010075,0.7815699658703071,0.7826569136385086,0.7357142857142858,0.7923076923076923,0.7730061349693251,0.762962962962963,0.762962962962963,0.7802156586966713,0.7821587950762358,0.5622705709908702,0.5609459143057831,0.15306982333369956,0.46506405364151954,0.7357142857142858,0.8235294117647058,126,37,27,103,0.2076923076923077,0.22699386503067484,0.38772070666520175,0.7651738932818245,0.709894988043252,success
