model_name,evaluation_split,threshold_source,threshold_strategy,threshold,accuracy,balanced_accuracy,roc_auc,pr_auc,f1,f1_macro,f1_weighted,precision,recall,specificity,mcc,tn,fp,fn,tp,pathogenic_rate,n_samples,panel_role
lightgbm,CFTR_unique,current_split,final_threshold,0.471,0.9117647058823529,0.9117647058823529,0.9723183391003459,0.973535590706871,0.9090909090909091,0.9116883116883117,0.9116883116883117,0.9375,0.8823529411764706,0.9411764705882353,0.8249579113843054,16,1,2,15,0.5,34,strongest
lightgbm,KANSER_unique,current_split,final_threshold,0.471,0.7394366197183099,0.7914089347079039,0.9021764032073311,0.8080619126684014,0.6942148760330579,0.7336105055011914,0.7480370740388179,0.5526315789473685,0.9333333333333333,0.6494845360824743,0.5436835826810634,63,34,3,42,0.31690140845070425,142,weakest
lightgbm,PAH_unique,current_split,final_threshold,0.471,0.7692307692307693,0.7387454981992797,0.8151260504201681,0.8430032384949078,0.8235294117647058,0.7450980392156863,0.7578347578347577,0.7411764705882353,0.9264705882352942,0.5510204081632653,0.5284856887949466,27,22,5,63,0.5811965811965812,117,intermediate
