model_name,evaluation_split,threshold_source,threshold_strategy,threshold,accuracy,balanced_accuracy,roc_auc,pr_auc,f1,f1_macro,f1_weighted,precision,recall,specificity,mcc,tn,fp,fn,tp
lightgbm,CFTR_unique,MASTER_CV,balanced_accuracy_opt,0.681,0.8823529411764706,0.8823529411764706,0.9619377162629758,0.9610330029447677,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7647058823529411,15,2,2,15
lightgbm,CFTR_unique,MASTER_CV,recall_constrained_f1,0.631,0.8823529411764706,0.8823529411764706,0.9619377162629758,0.9610330029447677,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7647058823529411,15,2,2,15
lightgbm,CFTR_unique,MASTER_CV,specificity_constrained_f1,0.631,0.8823529411764706,0.8823529411764706,0.9619377162629758,0.9610330029447677,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7647058823529411,15,2,2,15
lightgbm,KANSER_unique,MASTER_CV,default_0.5,0.5,0.7112676056338029,0.7707903780068728,0.9033218785796105,0.769114960607031,0.672,0.7070691823899371,0.7199114181947027,0.525,0.9333333333333333,0.6082474226804123,0.5080594221692365,59,38,3,42
lightgbm,KANSER_unique,MASTER_CV,f1_macro_opt,0.631,0.7183098591549296,0.7759450171821306,0.9033218785796105,0.769114960607031,0.6774193548387096,0.7137096774193548,0.7269990913221263,0.5316455696202531,0.9333333333333333,0.6185567010309279,0.5168456383297233,60,37,3,42
lightgbm,KANSER_unique,MASTER_CV,mcc_opt,0.585,0.7183098591549296,0.7759450171821306,0.9033218785796105,0.769114960607031,0.6774193548387096,0.7137096774193548,0.7269990913221263,0.5316455696202531,0.9333333333333333,0.6185567010309279,0.5168456383297233,60,37,3,42
lightgbm,KANSER_unique,MASTER_CV,youden_j,0.681,0.7253521126760564,0.7810996563573883,0.9033218785796105,0.769114960607031,0.6829268292682927,0.7203454022117861,0.7340479782192625,0.5384615384615384,0.9333333333333333,0.6288659793814433,0.5257086779414175,61,36,3,42
lightgbm,KANSER_unique,MASTER_CV,balanced_accuracy_opt,0.681,0.7253521126760564,0.7810996563573883,0.9033218785796105,0.769114960607031,0.6829268292682927,0.7203454022117861,0.7340479782192625,0.5384615384615384,0.9333333333333333,0.6288659793814433,0.5257086779414175,61,36,3,42
lightgbm,KANSER_unique,MASTER_CV,recall_constrained_f1,0.631,0.7183098591549296,0.7759450171821306,0.9033218785796105,0.769114960607031,0.6774193548387096,0.7137096774193548,0.7269990913221263,0.5316455696202531,0.9333333333333333,0.6185567010309279,0.5168456383297233,60,37,3,42
lightgbm,KANSER_unique,MASTER_CV,specificity_constrained_f1,0.631,0.7183098591549296,0.7759450171821306,0.9033218785796105,0.769114960607031,0.6774193548387096,0.7137096774193548,0.7269990913221263,0.5316455696202531,0.9333333333333333,0.6185567010309279,0.5168456383297233,60,37,3,42
lightgbm,PAH_unique,MASTER_CV,default_0.5,0.5,0.7606837606837606,0.7228391356542617,0.8100240096038416,0.8369009452622664,0.8227848101265823,0.7271818787475017,0.7427071411082071,0.7222222222222222,0.9558823529411765,0.4897959183673469,0.5218802004075561,24,25,3,65
