trial,state,medical_utility_score,param_n_estimators,param_learning_rate,param_num_leaves,param_max_depth,param_min_child_samples,param_subsample,param_colsample_bytree,param_reg_alpha,param_reg_lambda,param_min_split_gain,param_scale_pos_weight,fold_0_medical_utility_score,fold_0_threshold,fold_1_medical_utility_score,fold_1_threshold,fold_2_medical_utility_score,fold_2_threshold,fold_3_medical_utility_score,fold_3_threshold,fold_4_medical_utility_score,fold_4_threshold,mean_balanced_accuracy,mean_best_iteration,mean_f1_macro,mean_mcc,mean_medical_utility_score,mean_pathogenic_recall,mean_pr_auc,mean_roc_auc,mean_specificity,std_balanced_accuracy,std_f1_macro,std_mcc,std_medical_utility_score,std_pathogenic_recall,std_pr_auc,std_roc_auc,std_specificity,threshold_mean,threshold_median,threshold_std
39,COMPLETE,0.7826113007728852,1500,0.032522768720605735,83,3,78,0.7164904303709101,0.7942407108727425,0.03487563313427109,4.165739034084367,0.05951898401076417,0.34580688287081945,0.8016767012236674,0.4301511150069494,0.7981467636628208,0.39296597691287044,0.7979816120815574,0.336370900924698,0.7911802143257414,0.4292369374082389,0.7826113007728852,0.3056436436960703,0.7742425776112446,165.6,0.7837491566492891,0.5733712012315368,0.7826113007728852,0.8999516797614625,0.9085803663106331,0.8498271366736965,0.6485334754610268,0.02255636327367702,0.02052509146111062,0.03645122843379309,0.022631384708828427,0.02632500200223451,0.01845922186543546,0.022292711696659535,0.05643048139422476,0.37887371478976545,0.39296597691287044,0.05597666995305654
40,COMPLETE,0.7838890560042742,1300,0.031198988662118704,29,8,109,0.7211421946639115,0.5738691583952729,0.010695513667545663,2.122337982774923,0.09249941522206019,0.35584674600938454,0.8046467349944092,0.4194807336464081,0.7964848519798584,0.39267417547571437,0.7970015850444807,0.38498971935162285,0.7914500133512843,0.6123032839295409,0.7838890560042742,0.3611110768696919,0.7780865985562564,113.6,0.7855982470375765,0.5755722142938848,0.7838890560042742,0.8918825331941272,0.9082058370395675,0.8499179850901243,0.6642906639183852,0.017714681000824233,0.01775180661558585,0.03463255719833562,0.020298002649826216,0.034745847729889576,0.01738764382395789,0.02003378165334099,0.04978535310579706,0.4341117978545956,0.39267417547571437,0.10176619546618153
41,PRUNED,0.7954927766531922,1450,0.03700077196664536,71,3,47,0.7771792359103558,0.931099704939967,0.6301476170520798,6.962731755863268,0.04214213965866054,0.3344568485857783,0.7959968462516088,0.40799387077926486,0.7945127508803347,0.38457413877528956,0.7954927766531922,0.33481308295867446,,,,,,,,,,,,,,,,,,,,,,,,
42,COMPLETE,0.7843946543890927,1150,0.04177325948871756,56,3,38,0.7631763755562885,0.9045672822644214,0.027985039840184734,4.526874541114341,0.0594377861249525,0.34377872908797696,0.8006130159254334,0.4038328254412434,0.7985529726754309,0.3851761561364324,0.7998968315649725,0.39817036871530603,0.7917321999695685,0.4235954160028027,0.7843946543890927,0.29493144610023236,0.7764267307942099,166.6,0.7854373287849521,0.5760892940077721,0.7843946543890927,0.8987211376251232,0.9095829372319212,0.8516870704946748,0.6541323239632965,0.02256350347826616,0.020687539908589243,0.03796558870182443,0.021771824157893607,0.02582483911719959,0.015911788826907254,0.019583627941500432,0.05348321937818764,0.38114124247920333,0.39817036871530603,0.05013897048999182
43,COMPLETE,0.7845159844755643,1050,0.022355539868863655,52,3,38,0.6696681938081873,0.7740124180340645,0.07404746515360991,7.911637016384577,0.030847170891660933,0.5362189068790804,0.8004162681699074,0.5158219647764325,0.7982947115633563,0.4365096159748954,0.7978934225794512,0.37849743042895273,0.7930080922325315,0.7177449002000584,0.7845159844755643,0.4337802460131998,0.7778931069054102,185.0,0.7864965178282446,0.5816434475276067,0.7845159844755643,0.8974975469377643,0.9048835801537184,0.8487638819390704,0.6582886668730564,0.021188215272353383,0.01818377739134583,0.03696856676642908,0.02084876205115366,0.050382738955344994,0.019664743299704475,0.020784078495063786,0.07754240809622244,0.4964708314787078,0.4365096159748954,0.1330224229917239
44,COMPLETE,0.7839393655944217,1100,0.035647926108233086,68,3,60,0.6639606199561905,0.8868434875171081,0.06828415298501768,1.5497834092242402,0.04022203738725549,0.5218389502485483,0.8022020979248077,0.48692347307882566,0.7961221184170402,0.5301418285361669,0.7979248249460631,0.3866080747057707,0.7904391699585964,0.5262827202403305,0.7839393655944217,0.3728115772830742,0.7750707772557942,164.4,0.7847764483986758,0.5775369109976879,0.7839393655944217,0.9004744113240492,0.908126304096203,0.851245906507818,0.6496671431875395,0.01838007593980325,0.018269072248185046,0.03579406748183908,0.020067388402305545,0.042525035238182816,0.016973885905236,0.020682379548372033,0.060482285865491404,0.46055353476883365,0.48692347307882566,0.07586964522461989
45,PRUNED,0.7914728727908731,1500,0.04639282648718322,63,3,56,0.6595692788308788,0.8083283682653699,0.06018050892959231,14.084813507439607,0.07418065588862223,0.35960552167999893,0.7920690919008866,0.3755643860520766,0.7926245933283866,0.3360881313484586,0.7914728727908731,0.2978666072505135,,,,,,,,,,,,,,,,,,,,,,,,
46,PRUNED,0.7953297535059338,1200,0.022412904739876727,44,4,42,0.6699654687465976,0.946433422917693,0.040489037372518515,6.996530452454355,0.019188227050925225,0.3978834702061717,0.7928625481302511,0.41712027419197634,0.7939142108402121,0.42249806618490976,0.7953297535059338,0.3976996761571993,,,,,,,,,,,,,,,,,,,,,,,,
47,PRUNED,0.7930039439645391,950,0.02853061498780764,58,3,65,0.6694637344240126,0.9441119648181453,0.536622740319224,6.678846809954059,0.06094726490746369,0.4924645977565174,0.79599098953051,0.47546459979244216,0.7911369099554688,0.4851847887300202,0.7930039439645391,0.3537194668823063,,,,,,,,,,,,,,,,,,,,,,,,
48,COMPLETE,0.7830234192100097,900,0.03837501627600732,37,8,127,0.7951270069841041,0.631726613548493,0.15140253667265052,2.542199717092065,0.09120465479524456,0.6057170930573486,0.8045419351936994,0.516152123722619,0.7937725947762313,0.5093163776615633,0.7953097868634397,0.4675507231304722,0.7887546597507229,0.5379921206065146,0.7830234192100097,0.41407625451891833,0.7720359576047725,108.6,0.7841007114095999,0.5770232743408719,0.7830234192100097,0.9092360926781217,0.9082274953385918,0.849344883787267,0.6348358225314232,0.0170591958963805,0.01681771656038215,0.03189610799418853,0.018832908719906012,0.033077985523316596,0.018372551057469187,0.02103928362177032,0.04952724333349885,0.48901751992801745,0.5093163776615633,0.049050633242240425
49,PRUNED,0.7913106867050096,1950,0.03992511196687818,52,4,43,0.6800184180309191,0.774180461879686,0.024077770511629532,2.045466121640182,0.042954934307105265,0.36370615760778957,0.7908907887775485,0.6813413921463165,0.7908884379769905,0.41159584486940254,0.7913106867050096,0.33132800404102736,,,,,,,,,,,,,,,,,,,,,,,,
