model_profile,threshold_strategy,threshold_value,selected_as_final,reason,master_roc_auc,master_roc_auc_absolute_improvement,master_roc_auc_relative_improvement_pct,master_pr_auc,master_pr_auc_absolute_improvement,master_pr_auc_relative_improvement_pct,master_f1_macro,master_f1_macro_absolute_improvement,master_f1_macro_relative_improvement_pct,master_mcc,master_mcc_absolute_improvement,master_mcc_relative_improvement_pct,panel_roc_auc,panel_roc_auc_absolute_improvement,panel_roc_auc_relative_improvement_pct,panel_pr_auc,panel_pr_auc_absolute_improvement,panel_pr_auc_relative_improvement_pct,panel_f1_macro,panel_f1_macro_absolute_improvement,panel_f1_macro_relative_improvement_pct,panel_mcc,panel_mcc_absolute_improvement,panel_mcc_relative_improvement_pct
previous_threshold_optimized,f1_macro_opt,0.631,False,Previous F1-threshold LightGBM reference.,0.8375186763507625,0.0,0.0,0.9011216655590524,0.0,0.0,0.756388116391412,0.0,0.0,0.5169367155703188,0.0,0.0,0.8681453515809344,0.0,0.0,0.8098509862418657,0.0,0.0,0.7565448396119323,0.0,0.0,0.5647066601372233,0.0,0.0
current_conservative_regularized,profile_f1_macro_opt,0.471,True,"Selected by final score using decision metrics, panel metrics, overfitting gap, and threshold stability.",0.8475357255793643,0.010017049228601804,1.196038907723002,0.9024943418220934,0.0013726762630410505,0.15232973698279106,0.7763927374176759,0.02000462102626388,2.644756123576112,0.5547540953901987,0.03781737981987987,7.315669148815872,0.8725342142520056,0.004388862671071192,0.5055446836268676,0.8250992446464279,0.015248258404562232,1.8828474205263572,0.7708077942395479,0.01426295462761562,1.8852755158480448,0.5824989834450162,0.0177923233077929,3.150719579519282
