experiment_id,model_name,cv_roc_auc_mean,cv_roc_auc_std,cv_pr_auc_mean,cv_f1_macro_mean,cv_mcc_mean,panel_unique_roc_auc,panel_unique_pr_auc,panel_unique_f1_macro,panel_unique_mcc,overfitting_gap,selected_threshold,diagnosis,selected_as_final,reason
experiment_010_engineered_only,ABL-03_engineered_only_no_raw_AL_EK,0.8271002990239218,,,0.760860437031081,,,,,,,,Feature selection ablation,False,Compare delta against full proposed model.
