threshold,roc_auc,pr_auc,accuracy,balanced_accuracy,precision,pathogenic_recall,specificity,f1,f1_binary,f1_macro,f1_weighted,mcc,cohen_kappa,brier_score,log_loss,ppv,npv,tn,fp,fn,tp,false_negative_rate,false_positive_rate,calibration_quality,medical_utility_score,clinical_safety_score,dataset_split,panel,n
0.471,0.8725342142520056,0.8250992446464279,0.7713310580204779,0.7866918357715904,0.6779661016949152,0.9230769230769231,0.6503067484662577,0.7817589576547231,0.7817589576547231,0.7708077942395479,0.7695743867559275,0.5824989834450162,0.5531401516013749,0.16328392013596393,0.5086850719385503,0.6779661016949152,0.9137931034482759,106,57,10,120,0.07692307692307693,0.3496932515337423,0.34686431945614427,0.7748983600931982,0.727627152315692,LEGACY_PANEL_UNIQUE_COMBINED,,293
0.4381502900787569,0.9619377162629758,0.961640598924336,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.7647058823529411,0.08733740152479907,0.28674715890100005,0.8823529411764706,0.8823529411764706,15,2,2,15,0.11764705882352941,0.11764705882352941,0.6506503939008037,0.889773508498422,0.8515108062337711,CFTR_UNIQUE,CFTR,34
0.4381502900787569,0.9060710194730813,0.8004422956308449,0.795774647887324,0.8326460481099656,0.6176470588235294,0.9333333333333333,0.7319587628865979,0.7433628318584071,0.7433628318584071,0.7868860942917766,0.8028241903941373,0.6196324759812673,0.5851299617167036,0.14273518454252873,0.4554797448413108,0.6176470588235294,0.9594594594594594,71,26,3,42,0.06666666666666667,0.26804123711340205,0.4290592618298851,0.7975141242475797,0.7514830042711705,KANSER_UNIQUE,KANSER,142
0.4381502900787569,0.8211284513805522,0.8544740445061736,0.7692307692307693,0.7501500600240096,0.7662337662337663,0.8676470588235294,0.6326530612244898,0.8137931034482758,0.8137931034482758,0.755211158465711,0.764724465770572,0.5203646012372429,0.5134760511319884,0.16893258207708436,0.4939488200400551,0.7662337662337663,0.775,31,18,9,59,0.1323529411764706,0.3673469387755102,0.32426967169166254,0.7459539827648458,0.7008534409160375,PAH_UNIQUE,PAH,117
0.4381502900787569,0.8761680037753657,0.8255123873792957,0.7952218430034129,0.8050495516753186,0.7160493827160493,0.8923076923076924,0.7177914110429447,0.7945205479452054,0.7945205479452054,0.795219457646072,0.7952981744383198,0.6096389550032087,0.5952665991343586,0.1467678496924953,0.4512612256477358,0.7160493827160493,0.8931297709923665,117,46,14,116,0.1076923076923077,0.2822085889570552,0.41292860123001884,0.7880811847790937,0.7424621114276312,PANEL_UNIQUE_COMBINED,,293
