experiment_id,model_name,profile,cv_roc_auc_mean,cv_pr_auc_mean,cv_f1_macro_mean,cv_mcc_mean,panel_unique_roc_auc,panel_unique_pr_auc,panel_unique_f1_macro,panel_unique_mcc,f1_threshold,mcc_threshold,mean_roc_auc_gap,config
lightgbm_high_capacity_controlled,lightgbm,high_capacity_controlled,0.8348680148775015,0.9005411347480612,0.763928204541104,0.5288946111758712,0.8749410099103351,0.8270625061916678,0.7881960638000186,0.6095194696500654,0.63,0.653,0.10329258474769257,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.015, ""max_bin"": 255, ""max_depth"": 8, ""min_child_samples"": 25, ""min_split_gain"": 0.0, ""n_estimators"": 1200, ""num_leaves"": 127, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""scale_pos_weight"": 0.4950848528129137, ""subsample"": 0.85, ""subsample_freq"": 1}"
